"","x","y","z"
"1",0.112392862025875,1.07434743102372,0.176582532764398
"2",0.750423660124566,2.05549459530176,0.718428880613967
"3",-0.283394687843945,0.928584549129183,-0.311942204113869
"4",0.911835921311667,3.85676787712937,1.35522619600917
"5",0.908712393696467,2.99739699185443,1.1081802286975
"6",0.84373995989113,2.73023605043096,1.02827065454478
"7",0.478870126520024,1.34355855013428,0.335459331016054
"8",0.726901593066478,10.4770565292633,2.35095221000576
"9",0.971396886716708,4.92358245201673,1.5939916146181
"10",0.511285802786465,1.91003429045002,0.55416811166937
"11",-0.509583877147638,0.613992890550873,-0.612526680247399
"12",1.11882446037607,7.01045743560762,1.94969029301748
"13",0.876699389064145,7.31013085894346,1.98968985061733
"14",0.0296882468498703,0.986145309418372,-0.124656195483295
"15",-0.83898742806543,0.404575958937602,-0.976916455624864
"16",0.766512421705894,7.72501339848254,2.02575039138512
"17",0.904322242237344,2.82080975778963,1.10536956634993
"18",0.409833618911172,1.52187672043943,0.359152415105064
"19",-0.882372771132986,0.439783549769041,-0.855044712856099
"20",0.85176218144633,2.72286668611852,0.981821353772474
"21",0.305686391993616,1.50965070126667,0.423415227165978
"22",-0.18668970586544,0.789817783399228,-0.131928592724671
"23",0.781102783041797,5.55204902293914,1.71762917148055
"24",-0.756831617500009,0.555437526276215,-0.796791065466999
"25",-0.688755447303202,0.373593115782482,-0.983156201547168
"26",-0.966603615466368,0.32983806246994,-1.15064743009056
"27",-1.02568352909273,0.209871148427838,-1.61155595345858
"28",-0.6131322792515,0.611668419857799,-0.793891437713337
"29",0.882615029624066,8.49700538171717,2.15666575713976
"30",0.115811321332595,1.32725615644914,0.123058875987487
"31",0.926152884084834,3.65594079500753,1.25493820765761
"32",-0.144636478835622,1.03803869008628,-0.154696771938067
"33",-0.617564460564613,0.357345537431276,-0.868053987547238
"34",0.131018204164821,1.16663815302875,0.0497310158069571
"35",0.808033298605167,2.40920886303124,0.868560313325882
"36",-0.860921466998217,0.301761951844413,-1.10247651221599
"37",0.525945437537717,2.15243050265578,0.751285170809821
"38",-0.0756887417164299,0.838140951434328,-0.212706924180648
"39",0.354439616646985,1.4086992867931,0.317845396588956
"40",0.666408942400385,1.97532505389038,0.654858865550351
"41",0.743283145882253,1.79382819480975,0.62489068193907
"42",-0.0322383108434948,0.72523354572691,-0.101474302956333
"43",0.936759683911486,8.70410437409506,2.14997050088556
"44",-1.05039053360134,0.0108848795538624,-1.77845059652167
"45",0.813037718507906,2.78662131157302,1.08828542461104
"46",-0.813072272822902,0.348355627645089,-1.18355262255285
"47",0.313041581641391,1.34225909596009,0.302704669453383
"48",0.665105672076044,2.1943352341382,0.824987053203141
"49",1.07525124665552,4.86789893778359,1.59632605312832
"50",-0.98770923902252,0.326504131922593,-1.46389357473847
"51",0.594838489654745,1.84463125860655,0.623201020160748
"52",-0.51437003842176,0.388228550164075,-0.55504780835826
"53",-0.0911849697036458,0.914426757715121,-0.0762856741792085
"54",0.366382282257088,1.01535220786761,0.071114593865616
"55",0.0849356467123281,0.891339288413436,0.0372015147647924
"56",-0.856312987497075,0.355234997908564,-0.939078197042793
"57",-0.948501723759551,0.0661684804029772,-1.71608587555871
"58",-0.744817422136873,0.161635233497407,-2.40944132591753
"59",0.271432381595191,1.222006367117,0.269572436652479
"60",-1.0426497093468,0.209323226031751,-1.72310568038583
"61",-0.43395787539167,0.676867388070987,-0.4223154254826
"62",-0.287053841419971,0.833174160511479,-0.40879929975003
"63",-0.518533206559941,0.554339586889212,-0.707556182657591
"64",0.618453966096243,1.53036529232155,0.492323132893845
"65",0.897560228442829,1.73467622406,0.696382700741241
